['0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
['3.45', ' 0.0', ' 7.883250000000004', ' 0.0', ' 0.0', ' 14.835000000000015', ' 0.0', ' 0.0', ' 7.244999999999992', ' 0.0', ' 6.0375000000000005', ' 0.0', ' 0.0', ' 15.007500000000036', ' 0.0', ' 6.9', ' 0.0', ' 13.110000000000026', ' 0.0', ' 0.0', ' 9.521999999999986', ' 0.0', ' 0.0', ' 0.0', ' 15.887250000000028', ' 0.0', ' 2.6220000000000043', ' 0.0', ' 14.835000000000015', ' 0.0']
